batch_time_id,provider,time_to_execute,output
2024-07-22 01:07:02,quicknode,0.02,b''
2024-07-22 01:07:02,infura,0.04,b''
2024-07-22 01:07:02,getblock,0.51,b''
2024-07-22 01:07:03,chainstack,0.06,b''
2024-07-22 01:07:03,alchemy,0.11,b''
2024-07-22 01:07:03,ankr,0.17,b''
2024-07-22 01:07:03,quicknode,0.02,b''
2024-07-22 01:07:03,infura,0.04,b''
2024-07-22 01:07:03,getblock,0.29,b''
2024-07-22 01:07:04,chainstack,0.07,b''
2024-07-22 01:07:04,alchemy,0.11,b''
2024-07-22 01:07:04,ankr,0.17,b''
2024-07-22 01:07:05,quicknode,0.02,b''
2024-07-22 01:07:05,infura,0.03,b''
2024-07-22 01:07:05,getblock,0.44,b''
2024-07-22 01:07:06,chainstack,0.09,b''
2024-07-22 01:07:06,alchemy,0.08,b''
2024-07-22 01:07:06,ankr,0.19,b''
2024-07-22 01:07:06,quicknode,0.02,b''
2024-07-22 01:07:06,infura,0.03,b''
2024-07-22 01:07:06,getblock,0.5,b''
2024-07-22 01:07:07,chainstack,0.07,b''
2024-07-22 01:07:07,alchemy,0.11,b''
2024-07-22 01:07:07,ankr,0.18,b''
2024-07-22 01:07:07,quicknode,0.02,b''
2024-07-22 01:07:07,infura,0.04,b''
2024-07-22 01:07:07,getblock,0.31,b''
2024-07-22 01:07:09,chainstack,0.07,b''
2024-07-22 01:07:09,alchemy,0.09,b''
2024-07-22 01:07:09,ankr,0.2,b''
2024-07-22 01:07:09,quicknode,0.01,b''
2024-07-22 01:07:09,infura,0.03,b''
2024-07-22 01:07:09,getblock,1.68,b''
2024-07-22 01:07:11,chainstack,0.07,b''
2024-07-22 01:07:12,alchemy,0.1,b''
2024-07-22 01:07:12,ankr,0.24,b''
2024-07-22 01:07:12,quicknode,0.02,b''
2024-07-22 01:07:12,infura,0.04,b''
2024-07-22 01:07:12,getblock,0.27,b''
2024-07-22 01:07:13,chainstack,0.07,b''
2024-07-22 01:07:13,alchemy,0.12,b''
2024-07-22 01:07:13,ankr,0.21,b''
2024-07-22 01:07:13,quicknode,0.02,b''
2024-07-22 01:07:13,infura,0.03,b''
2024-07-22 01:07:13,getblock,0.28,b''
2024-07-22 01:07:14,chainstack,0.06,b''
2024-07-22 01:07:14,alchemy,0.08,b''
2024-07-22 01:07:14,ankr,0.16,b''
2024-07-22 01:07:14,quicknode,0.02,b''
2024-07-22 01:07:14,infura,0.03,b''
2024-07-22 01:07:14,getblock,0.31,b''
2024-07-22 01:07:15,chainstack,0.07,b''
2024-07-22 01:07:15,alchemy,0.13,b''
2024-07-22 01:07:15,ankr,0.25,b''
2024-07-22 01:07:15,quicknode,0.02,b''
2024-07-22 01:07:15,infura,0.03,b''
2024-07-22 01:07:15,getblock,0.31,b''
2024-07-22 01:07:17,chainstack,0.07,b''
2024-07-22 01:07:17,alchemy,0.1,b''
2024-07-22 01:07:17,ankr,0.16,b''
2024-07-22 01:07:17,quicknode,0.01,b''
2024-07-22 01:07:17,infura,0.06,b''
2024-07-22 01:07:17,getblock,0.33,b''
2024-07-22 01:07:18,chainstack,0.07,b''
2024-07-22 01:07:18,alchemy,0.12,b''
2024-07-22 01:07:18,ankr,0.19,b''
2024-07-22 01:07:18,quicknode,0.02,b''
2024-07-22 01:07:18,infura,0.04,b''
2024-07-22 01:07:18,getblock,0.29,b''
2024-07-22 01:07:19,chainstack,0.06,b''
2024-07-22 01:07:19,alchemy,0.1,b''
2024-07-22 01:07:19,ankr,0.17,b''
2024-07-22 01:07:19,quicknode,0.02,b''
2024-07-22 01:07:19,infura,0.04,b''
2024-07-22 01:07:19,getblock,0.33,b''
2024-07-22 01:07:21,chainstack,0.08,b''
2024-07-22 01:07:21,alchemy,0.09,b''
2024-07-22 01:07:21,ankr,0.17,b''
2024-07-22 01:07:21,quicknode,0.02,b''
2024-07-22 01:07:21,infura,0.04,b''
2024-07-22 01:07:21,getblock,1.01,b''
2024-07-22 01:07:23,chainstack,0.08,b''
2024-07-22 01:07:23,alchemy,0.12,b''
2024-07-22 01:07:23,ankr,0.17,b''
2024-07-22 01:07:23,quicknode,0.02,b''
2024-07-22 01:07:23,infura,0.04,b''
2024-07-22 01:07:23,getblock,0.32,b''
2024-07-22 01:07:24,chainstack,0.06,b''
2024-07-22 01:07:24,alchemy,0.11,b''
2024-07-22 01:07:24,ankr,0.26,b''
2024-07-22 01:07:24,quicknode,0.01,b''
2024-07-22 01:07:24,infura,0.04,b''
2024-07-22 01:07:24,getblock,0.37,b''
2024-07-22 01:07:25,chainstack,0.06,b''
2024-07-22 01:07:25,alchemy,0.14,b''
2024-07-22 01:07:25,ankr,0.19,b''
2024-07-22 01:07:25,quicknode,0.02,b''
2024-07-22 01:07:26,infura,0.04,b''
2024-07-22 01:07:26,getblock,0.3,b''
2024-07-22 01:07:27,chainstack,0.09,b''
2024-07-22 01:07:27,alchemy,0.11,b''
2024-07-22 01:07:27,ankr,0.18,b''
2024-07-22 01:07:27,quicknode,0.02,b''
2024-07-22 01:07:27,infura,0.04,b''
2024-07-22 01:07:27,getblock,0.32,b''
2024-07-22 01:07:28,chainstack,0.06,b''
2024-07-22 01:07:28,alchemy,0.11,b''
2024-07-22 01:07:28,ankr,0.17,b''
2024-07-22 01:07:28,quicknode,0.02,b''
2024-07-22 01:07:28,infura,0.03,b''
2024-07-22 01:07:28,getblock,0.31,b''
2024-07-22 01:07:29,chainstack,0.07,b''
2024-07-22 01:07:29,alchemy,0.33,b''
2024-07-22 01:07:29,ankr,0.19,b''
2024-07-22 01:07:29,quicknode,0.02,b''
2024-07-22 01:07:29,infura,0.04,b''
2024-07-22 01:07:29,getblock,0.35,b''
2024-07-22 01:07:31,chainstack,0.08,b''
2024-07-22 01:07:31,alchemy,0.2,b''
2024-07-22 01:07:31,ankr,0.19,b''
2024-07-22 01:07:31,quicknode,0.02,b''
2024-07-22 01:07:31,infura,0.04,b''
2024-07-22 01:07:31,getblock,0.37,b''
2024-07-22 01:07:32,chainstack,0.07,b''
2024-07-22 01:07:32,alchemy,0.09,b''
2024-07-22 01:07:32,ankr,0.23,b''
2024-07-22 01:07:32,quicknode,0.02,b''
2024-07-22 01:07:32,infura,0.04,b''
2024-07-22 01:07:32,getblock,0.29,b''
2024-07-22 01:07:34,chainstack,0.06,b''
2024-07-22 01:07:34,alchemy,0.09,b''
2024-07-22 01:07:34,ankr,0.22,b''
2024-07-22 01:07:34,quicknode,0.01,b''
2024-07-22 01:07:34,infura,0.06,b''
2024-07-22 01:07:34,getblock,0.37,b''
2024-07-22 01:07:35,chainstack,0.06,b''
2024-07-22 01:07:35,alchemy,0.08,b''
2024-07-22 01:07:35,ankr,0.18,b''
2024-07-22 01:07:35,quicknode,0.02,b''
2024-07-22 01:07:35,infura,0.04,b''
2024-07-22 01:07:35,getblock,0.31,b''
2024-07-22 01:07:36,chainstack,0.07,b''
2024-07-22 01:07:36,alchemy,0.08,b''
2024-07-22 01:07:36,ankr,0.15,b''
2024-07-22 01:07:36,quicknode,0.02,b''
2024-07-22 01:07:36,infura,0.03,b''
2024-07-22 01:07:36,getblock,0.29,b''
2024-07-22 01:07:38,chainstack,0.08,b''
2024-07-22 01:07:38,alchemy,0.13,b''
2024-07-22 01:07:38,ankr,0.22,b''
2024-07-22 01:07:38,quicknode,0.02,b''
2024-07-22 01:07:38,infura,0.04,b''
2024-07-22 01:07:38,getblock,0.36,b''
2024-07-22 01:07:39,chainstack,0.06,b''
2024-07-22 01:07:39,alchemy,0.08,b''
2024-07-22 01:07:39,ankr,0.25,b''
2024-07-22 01:07:39,quicknode,0.02,b''
2024-07-22 01:07:39,infura,0.04,b''
2024-07-22 01:07:39,getblock,0.56,b''
2024-07-22 01:07:41,chainstack,0.07,b''
2024-07-22 01:07:41,alchemy,0.13,b''
2024-07-22 01:07:41,ankr,0.24,b''
2024-07-22 01:07:41,quicknode,0.02,b''
2024-07-22 01:07:41,infura,0.03,b''
2024-07-22 01:07:41,getblock,0.31,b''
2024-07-22 01:07:42,chainstack,0.08,b''
2024-07-22 01:07:42,alchemy,0.11,b''
2024-07-22 01:07:42,ankr,0.17,b''
2024-07-22 01:07:42,quicknode,0.02,b''
2024-07-22 01:07:42,infura,0.04,b''
2024-07-22 01:07:42,getblock,0.38,b''
2024-07-22 01:07:43,chainstack,0.07,b''
2024-07-22 01:07:43,alchemy,0.11,b''
2024-07-22 01:07:43,ankr,0.19,b''
2024-07-22 01:07:43,quicknode,0.02,b''
2024-07-22 01:07:43,infura,0.03,b''
2024-07-22 01:07:43,getblock,0.34,b''
2024-07-22 01:07:45,chainstack,0.08,b''
2024-07-22 01:07:45,alchemy,0.12,b''
2024-07-22 01:07:45,ankr,0.16,b''
2024-07-22 01:07:45,quicknode,0.02,b''
2024-07-22 01:07:45,infura,0.04,b''
2024-07-22 01:07:45,getblock,0.32,b''
2024-07-22 01:07:46,chainstack,0.06,b''
2024-07-22 01:07:46,alchemy,0.1,b''
2024-07-22 01:07:46,ankr,0.16,b''
2024-07-22 01:07:46,quicknode,0.02,b''
2024-07-22 01:07:46,infura,0.04,b''
2024-07-22 01:07:46,getblock,0.3,b''
2024-07-22 01:07:47,chainstack,0.07,b''
2024-07-22 01:07:47,alchemy,0.08,b''
2024-07-22 01:07:47,ankr,0.16,b''
2024-07-22 01:07:47,quicknode,0.02,b''
2024-07-22 01:07:47,infura,0.03,b''
2024-07-22 01:07:47,getblock,0.31,b''
2024-07-22 01:07:49,chainstack,0.08,b''
2024-07-22 01:07:49,alchemy,0.09,b''
2024-07-22 01:07:49,ankr,0.26,b''
2024-07-22 01:07:49,quicknode,0.02,b''
2024-07-22 01:07:49,infura,0.03,b''
2024-07-22 01:07:49,getblock,0.41,b''
2024-07-22 01:07:50,chainstack,0.07,b''
2024-07-22 01:07:50,alchemy,0.13,b''
2024-07-22 01:07:50,ankr,0.14,b''
2024-07-22 01:07:50,quicknode,0.01,b''
2024-07-22 01:07:50,infura,0.04,b''
2024-07-22 01:07:50,getblock,0.33,b''
2024-07-22 01:07:51,chainstack,0.06,b''
2024-07-22 01:07:51,alchemy,0.1,b''
2024-07-22 01:07:51,ankr,0.17,b''
2024-07-22 01:07:51,quicknode,0.02,b''
2024-07-22 01:07:51,infura,0.03,b''
2024-07-22 01:07:51,getblock,6.61,b''
